Combined_Key,Last_Update,Confirmed,Deaths,Recovered,Incident_Rate,Case_Fatality_Ratio
"Orebro, Sweden",2022-02-01 04:21:11,68915,371,,22609.53724512393,0.5383443372270188
"Ostergotland, Sweden",2022-02-01 04:21:11,76437,682,,16420.584539039086,0.8922380522521816
"Skane, Sweden",2022-02-01 04:21:11,284043,1900,,20615.287695770225,0.668912805455512
"Sormland, Sweden",2022-02-01 04:21:11,53705,501,,18049.67399341265,0.9328740340750395
"Stockholm, Sweden",2022-02-01 04:21:11,507113,4730,,21333.433736587016,0.9327309692317096
"Uppsala, Sweden",2022-02-01 04:21:11,74752,576,,19481.2268544459,0.7705479452054794
"Varmland, Sweden",2022-02-01 04:21:11,48026,238,,17005.53088727896,0.4955649023445633
"Vasterbotten, Sweden",2022-02-01 04:21:11,42949,208,,15805.414078370182,0.4842953270157629
"Vasternorrland, Sweden",2022-02-01 04:21:11,43763,490,,17837.18570025311,1.1196672988597671
"Vastmanland, Sweden",2022-02-01 04:21:11,61289,396,,22218.637278181588,0.646119205730229
"Vastra Gotaland, Sweden",2022-02-01 04:21:11,352294,2615,,20412.41545622207,0.7422777566464374
Switzerland,2022-02-01 04:21:11,2220539,12708,,25657.2733770572,0.572293483699228
Syria,2022-02-01 04:21:11,51402,2989,,293.7146873971646,5.814948834675693
Taiwan,2022-02-01 04:21:11,18790,851,,78.89397284057141,4.529004789781799
Tajikistan,2022-02-01 04:21:11,17706,125,,185.64336971339452,0.7059753755788998
Tanzania,2022-02-01 04:21:11,33230,789,,55.62976112198884,2.374360517604574
Thailand,2022-02-01 04:21:11,2447964,22185,,3507.1128532447387,0.9062633274018737
Timor-Leste,2022-02-01 04:21:11,19946,122,,1512.846223042045,0.6116514589391356
Togo,2022-02-01 04:21:11,36491,268,,440.7797952755354,0.7344276670959963
Tonga,2022-02-01 04:21:11,1,0,,0.9461006461867414,0.0
Trinidad and Tobago,2022-02-01 04:21:11,111549,3404,,7970.683627118717,3.051573747859685
Tunisia,2022-02-01 04:21:11,909813,26288,,7698.133571962476,2.8893849615250606
Turkey,2022-02-01 04:21:11,11619882,87416,,13777.579493498544,0.752296796129255
"Autauga, Alabama, US",2022-02-01 04:21:11,14742,166,,26386.726091392364,1.126034459367793
"Baldwin, Alabama, US",2022-02-01 04:21:11,52649,612,,23584.66900203374,1.1624152405553765
"Barbour, Alabama, US",2022-02-01 04:21:11,5263,84,,21319.77639147695,1.5960478814364432
"Bibb, Alabama, US",2022-02-01 04:21:11,6107,96,,27270.697508261143,1.5719665957098412
"Blount, Alabama, US",2022-02-01 04:21:11,14056,207,,24307.40497354132,1.4726807057484348
"Bullock, Alabama, US",2022-02-01 04:21:11,2234,47,,22116.622116622115,2.1038495971351834
"Butler, Alabama, US",2022-02-01 04:21:11,4784,108,,24598.930481283423,2.25752508361204
"Calhoun, Alabama, US",2022-02-01 04:21:11,30046,554,,26447.779587166056,1.84383944618252
"Chambers, Alabama, US",2022-02-01 04:21:11,8181,148,,24601.55169302941,1.809069795868476
"Cherokee, Alabama, US",2022-02-01 04:21:11,4822,69,,18407.390441288742,1.4309415180423062
"Chilton, Alabama, US",2022-02-01 04:21:11,9977,183,,22456.55892680292,1.834218703016939
"Choctaw, Alabama, US",2022-02-01 04:21:11,1778,33,,14123.441099372469,1.856017997750281
"Clarke, Alabama, US",2022-02-01 04:21:11,6756,89,,28600.457200914403,1.3173475429248076
"Clay, Alabama, US",2022-02-01 04:21:11,3902,72,,29482.43294295429,1.8452075858534085
"Cleburne, Alabama, US",2022-02-01 04:21:11,3382,63,,22682.76324614353,1.862803075103489
"Coffee, Alabama, US",2022-02-01 04:21:11,12807,203,,24467.922509648088,1.5850706644803625
"Colbert, Alabama, US",2022-02-01 04:21:11,15233,219,,27575.532665954637,1.4376682203111666
"Conecuh, Alabama, US",2022-02-01 04:21:11,2757,63,,22847.43515372504,2.2850924918389555
"Coosa, Alabama, US",2022-02-01 04:21:11,2761,51,,25893.275813560907,1.8471568272365084
"Covington, Alabama, US",2022-02-01 04:21:11,8910,205,,24049.23209803233,2.3007856341189674
"Crenshaw, Alabama, US",2022-02-01 04:21:11,3620,82,,26285.216381063023,2.265193370165746
"Cullman, Alabama, US",2022-02-01 04:21:11,23013,324,,27472.304459936968,1.4078998826750098
"Dale, Alabama, US",2022-02-01 04:21:11,11828,204,,24054.339868217685,1.7247210010145415
"Dallas, Alabama, US",2022-02-01 04:21:11,7813,220,,21004.94676846973,2.8158197875335977
"DeKalb, Alabama, US",2022-02-01 04:21:11,17619,290,,24637.47850041251,1.6459503944605256
"Elmore, Alabama, US",2022-02-01 04:21:11,22052,308,,27154.625718824267,1.3966987121349537
"Escambia, Alabama, US",2022-02-01 04:21:11,9596,152,,26194.96082766904,1.5839933305543976
"Etowah, Alabama, US",2022-02-01 04:21:11,27123,544,,26521.492548988925,2.0056778379972715
"Fayette, Alabama, US",2022-02-01 04:21:11,4380,86,,26867.86897313213,1.9634703196347032
"Franklin, Alabama, US",2022-02-01 04:21:11,9144,117,,29156.30380715516,1.279527559055118
"Geneva, Alabama, US",2022-02-01 04:21:11,5842,142,,22237.44813672871,2.4306744265662443
"Greene, Alabama, US",2022-02-01 04:21:11,1731,47,,21341.388238195043,2.715193529751589
"Hale, Alabama, US",2022-02-01 04:21:11,4383,95,,29916.046686233018,2.16746520647958
"Henry, Alabama, US",2022-02-01 04:21:11,4220,67,,24527.753560011624,1.5876777251184837
"Houston, Alabama, US",2022-02-01 04:21:11,23684,448,,22368.2967832115,1.8915723695321736
"Jackson, Alabama, US",2022-02-01 04:21:11,13988,210,,27094.87467555108,1.5012868172719471
"Jefferson, Alabama, US",2022-02-01 04:21:11,175014,2080,,26574.730515827403,1.1884763504633915
"Lamar, Alabama, US",2022-02-01 04:21:11,3412,60,,24715.68272365085,1.7584994138335288
"Lauderdale, Alabama, US",2022-02-01 04:21:11,22518,336,,24283.665304273745,1.4921396216360243
"Lawrence, Alabama, US",2022-02-01 04:21:11,7088,143,,21528.368363503832,2.0174943566591423
"Lee, Alabama, US",2022-02-01 04:21:11,36183,285,,21990.13017952863,0.7876627145344499
"Limestone, Alabama, US",2022-02-01 04:21:11,23342,241,,23598.03872011324,1.0324736526433038
"Lowndes, Alabama, US",2022-02-01 04:21:11,2516,68,,25868.80526424018,2.702702702702702
"Macon, Alabama, US",2022-02-01 04:21:11,3667,70,,20295.55014390082,1.9089173711480771
"Madison, Alabama, US",2022-02-01 04:21:11,82478,808,,22117.460291921085,0.9796551807754796
"Marengo, Alabama, US",2022-02-01 04:21:11,4532,94,,24025.870752266343,2.074139452780229
"Marion, Alabama, US",2022-02-01 04:21:11,7552,138,,25419.906425662262,1.8273305084745763
"Marshall, Alabama, US",2022-02-01 04:21:11,25848,343,,26709.65341930684,1.3269885484370163
"Mobile, Alabama, US",2022-02-01 04:21:11,107243,1459,,25953.63132547615,1.3604617550795857
"Monroe, Alabama, US",2022-02-01 04:21:11,5010,69,,24164.375633048763,1.377245508982036
"Montgomery, Alabama, US",2022-02-01 04:21:11,52396,812,,23134.32176823292,1.5497366211161157
"Morgan, Alabama, US",2022-02-01 04:21:11,33760,448,,28208.7918515362,1.3270142180094786
"Out of AL, Alabama, US",2020-12-21 13:27:30,0,0,,,
"Perry, Alabama, US",2022-02-01 04:21:11,1953,40,,21887.25764877284,2.048131080389145
"Pickens, Alabama, US",2022-02-01 04:21:11,4857,93,,24370.29603612644,1.9147621988882024
"Pike, Alabama, US",2022-02-01 04:21:11,7057,118,,21311.22787944676,1.6720986254782486
"Randolph, Alabama, US",2022-02-01 04:21:11,4837,69,,21287.73875539125,1.4265040314244366
"Russell, Alabama, US",2022-02-01 04:21:11,9483,69,,16361.001362985457,0.7276178424549193
"Shelby, Alabama, US",2022-02-01 04:21:11,56338,397,,25878.49445572388,0.7046753523376762
"St. Clair, Alabama, US",2022-02-01 04:21:11,23910,376,,26711.50236839753,1.5725637808448347
"Sumter, Alabama, US",2022-02-01 04:21:11,2271,43,,18274.72439044017,1.8934390136503745
"Talladega, Alabama, US",2022-02-01 04:21:11,20841,319,,26058.416064417717,1.530636725684948
"Tallapoosa, Alabama, US",2022-02-01 04:21:11,10835,212,,26841.23169916021,1.9566220581449008
"Tuscaloosa, Alabama, US",2022-02-01 04:21:11,51690,687,,24690.119653220605,1.3290771909460244
"Unassigned, Alabama, US",2020-12-21 13:27:30,0,0,,,
"Walker, Alabama, US",2022-02-01 04:21:11,17395,395,,27384.64444829269,2.2707674619143434
"Washington, Alabama, US",2022-02-01 04:21:11,3447,53,,21113.561190738703,1.5375689004931825
"Wilcox, Alabama, US",2022-02-01 04:21:11,2682,38,,25855.586619107296,1.4168530947054436
"Winston, Alabama, US",2022-02-01 04:21:11,6919,115,,29281.814719200986,1.662089897384015
"Aleutians East, Alaska, US",2022-02-01 04:21:11,860,3,,25771.65118369793,0.3488372093023256
"Aleutians West, Alaska, US",2022-02-01 04:21:11,1579,2,,28026.269080582184,0.1266624445851805
"Anchorage, Alaska, US",2022-02-01 04:21:11,93006,468,,32293.75,0.5031933423650087
"Bethel, Alaska, US",2022-02-01 04:21:11,8091,37,,44006.30914826498,0.457298232604128
"Bristol Bay, Alaska, US",2022-02-01 04:21:11,0,0,,0.0,
"Bristol Bay plus Lake and Peninsula, Alaska, US",2022-02-01 04:21:11,746,1,,30724.87644151565,0.1340482573726541
"Chugach, Alaska, US",2022-02-01 04:21:11,1616,9,,23937.19448970523,0.556930693069307
"Copper River, Alaska, US",2022-02-01 04:21:11,841,7,,31159.688773619862,0.8323424494649228
"Denali, Alaska, US",2022-02-01 04:21:11,353,1,,16833.571769194088,0.28328611898017
"Dillingham, Alaska, US",2022-02-01 04:21:11,1267,11,,25772.98616761596,0.8681925808997633
"Fairbanks North Star, Alaska, US",2022-02-01 04:21:11,24559,124,,25358.03157492592,0.5049065515696893
"Haines, Alaska, US",2022-02-01 04:21:11,407,1,,16086.95652173913,0.2457002457002457
"Juneau, Alaska, US",2022-02-01 04:21:11,7113,18,,22246.20003753049,0.2530577815267819
"Kenai Peninsula, Alaska, US",2022-02-01 04:21:11,15200,92,,25890.84962867071,0.6052631578947368
"Ketchikan Gateway, Alaska, US",2022-02-01 04:21:11,3347,18,,24077.404503273145,0.537795040334628
"Kodiak Island, Alaska, US",2022-02-01 04:21:11,4350,10,,33466.68718264349,0.2298850574712643
"Kusilvak, Alaska, US",2022-02-01 04:21:11,3217,9,,38693.7695453452,0.27976375505129
"Matanuska-Susitna, Alaska, US",2022-02-01 04:21:11,31168,203,,28774.799892906933,0.6513090349075975
"Nome, Alaska, US",2022-02-01 04:21:11,3899,3,,38974.41023590563,0.0769428058476532
"North Slope, Alaska, US",2022-02-01 04:21:11,3663,10,,37255.89910496338,0.273000273000273
"Northwest Arctic, Alaska, US",2022-02-01 04:21:11,3377,12,,44311.77010890959,0.3553449807521469
"Petersburg, Alaska, US",2022-02-01 04:21:11,626,3,,19167.17697489284,0.4792332268370607
"Prince of Wales-Hyder, Alaska, US",2022-02-01 04:21:11,1075,6,,17330.32403675641,0.5581395348837209
"Sitka, Alaska, US",2022-02-01 04:21:11,1970,6,,23195.57282467915,0.3045685279187817
"Skagway, Alaska, US",2022-02-01 04:21:11,111,0,,9382.924767540151,0.0
"Southeast Fairbanks, Alaska, US",2022-02-01 04:21:11,1749,16,,25373.56738720441,0.9148084619782731
"Unassigned, Alaska, US",2022-02-01 04:21:11,771,1,,,0.1297016861219196
"Valdez-Cordova, Alaska, US",2022-02-01 04:21:11,0,0,,0.0,
"Wrangell, Alaska, US",2022-02-01 04:21:11,427,1,,17066.34692246203,0.234192037470726
"Yakutat, Alaska, US",2022-02-01 04:21:11,434,5,,15914.924825815917,1.152073732718894
"Yukon-Koyukuk, Alaska, US",2022-02-01 04:21:11,1117,8,,21357.55258126195,0.7162041181736795
"American Samoa, US",2022-02-01 04:21:11,18,0,,32.35024532269369,0.0
"Apache, Arizona, US",2022-02-01 04:21:11,20499,571,,28515.586962872287,2.7855017317917947
"Cochise, Arizona, US",2022-02-01 04:21:11,28140,507,,22347.167294039165,1.8017057569296373
"Coconino, Arizona, US",2022-02-01 04:21:11,40683,438,,28355.264992054414,1.0766167686748764
"Gila, Arizona, US",2022-02-01 04:21:11,15606,338,,28890.36987670777,2.165833653722927
"Graham, Arizona, US",2022-02-01 04:21:11,11112,164,,28611.890722764376,1.4758819294456444
"Greenlee, Arizona, US",2022-02-01 04:21:11,2068,30,,21773.00484312487,1.4506769825918762
"La Paz, Arizona, US",2022-02-01 04:21:11,4794,116,,22711.768050028422,2.4196912807676263
"Maricopa, Arizona, US",2022-02-01 04:21:11,1183959,14735,,26395.757448476328,1.2445532319953647
"Mohave, Arizona, US",2022-02-01 04:21:11,53318,1281,,25128.545911273857,2.4025657376495744
"Navajo, Arizona, US",2022-02-01 04:21:11,35330,811,,31850.636471818543,2.2954995754316445
"Out of AZ, Arizona, US",2022-02-01 04:21:11,0,0,,,
"Pima, Arizona, US",2022-02-01 04:21:11,234028,3441,,22346.28976614636,1.4703368827661647
"Pinal, Arizona, US",2022-02-01 04:21:11,121256,1441,,26201.14134087025,1.1883948010820082
"Santa Cruz, Arizona, US",2022-02-01 04:21:11,15699,212,,33762.74248354768,1.3504044843620613
"Unassigned, Arizona, US",2022-02-01 04:21:11,0,0,,,
"Yavapai, Arizona, US",2022-02-01 04:21:11,44894,1069,,19095.7851798604,2.381164520871386
"Yuma, Arizona, US",2022-02-01 04:21:11,59258,1051,,27718.24292403187,1.7736001890040165
"Arkansas, Arkansas, US",2022-02-01 04:21:11,5382,68,,30778.9088413588,1.26347082868822
"Ashley, Arkansas, US",2022-02-01 04:21:11,4732,56,,24072.84936663784,1.183431952662722
"Baxter, Arkansas, US",2022-02-01 04:21:11,8154,217,,19445.769340837545,2.6612705420652443
"Benton, Arkansas, US",2022-02-01 04:21:11,62679,722,,22454.24355433276,1.1519009556629811
"Boone, Arkansas, US",2022-02-01 04:21:11,8892,146,,23755.075870912588,1.6419253261358524
"Bradley, Arkansas, US",2022-02-01 04:21:11,2845,43,,26433.150608566382,1.5114235500878734
"Calhoun, Arkansas, US",2022-02-01 04:21:11,836,9,,16111.004047022549,1.076555023923445
"Carroll, Arkansas, US",2022-02-01 04:21:11,5744,87,,20239.605355884425,1.5146239554317549
"Chicot, Arkansas, US",2022-02-01 04:21:11,2657,50,,26260.130460565328,1.881821603312006
"Clark, Arkansas, US",2022-02-01 04:21:11,4896,70,,21935.483870967742,1.4297385620915033
"Clay, Arkansas, US",2022-02-01 04:21:11,3810,78,,26183.76743866401,2.047244094488189
"Cleburne, Arkansas, US",2022-02-01 04:21:11,5987,106,,24025.843733697184,1.7705027559712712
"Cleveland, Arkansas, US",2022-02-01 04:21:11,2158,33,,27124.183006535943,1.5291936978683969
"Columbia, Arkansas, US",2022-02-01 04:21:11,4908,77,,20923.39173807392,1.5688671556642215
"Conway, Arkansas, US",2022-02-01 04:21:11,5118,50,,24551.47270459561,0.9769441187964047
"Craighead, Arkansas, US",2022-02-01 04:21:11,34632,275,,31388.898959504044,0.794063294063294
"Crawford, Arkansas, US",2022-02-01 04:21:11,15042,208,,23779.186493194436,1.3827948411115545
"Crittenden, Arkansas, US",2022-02-01 04:21:11,13265,196,,27661.349181524347,1.4775725593667546
"Cross, Arkansas, US",2022-02-01 04:21:11,4463,73,,27181.92338144833,1.6356710732691015
"Dallas, Arkansas, US",2022-02-01 04:21:11,1630,22,,23255.81395348837,1.3496932515337423
"Desha, Arkansas, US",2022-02-01 04:21:11,2886,35,,25402.69342487457,1.2127512127512128
"Drew, Arkansas, US",2022-02-01 04:21:11,4361,58,,23936.549755749493,1.3299701903233203
"Faulkner, Arkansas, US",2022-02-01 04:21:11,32965,267,,26161.245010197847,0.809949946913393
"Franklin, Arkansas, US",2022-02-01 04:21:11,3625,63,,20462.88456110641,1.7379310344827583
"Fulton, Arkansas, US",2022-02-01 04:21:11,2550,81,,20437.605193556145,3.176470588235294
"Garland, Arkansas, US",2022-02-01 04:21:11,21014,440,,21143.82307367236,2.0938422004378032
"Grant, Arkansas, US",2022-02-01 04:21:11,4104,53,,22469.203394470296,1.2914230019493178
"Greene, Arkansas, US",2022-02-01 04:21:11,14964,141,,33014.89244346387,0.942261427425822
"Hempstead, Arkansas, US",2022-02-01 04:21:11,4231,52,,19649.82351848412,1.229023871425195
"Hot Spring, Arkansas, US",2022-02-01 04:21:11,10378,115,,30730.508424387783,1.1081133166313355
"Howard, Arkansas, US",2022-02-01 04:21:11,3585,41,,27154.97651870928,1.1436541143654115
"Independence, Arkansas, US",2022-02-01 04:21:11,9804,183,,25919.365499008592,1.8665850673194613
"Izard, Arkansas, US",2022-02-01 04:21:11,3683,62,,27023.259226649057,1.683410263372251
"Jackson, Arkansas, US",2022-02-01 04:21:11,5649,49,,33787.90597523775,0.8674101610904585
"Jefferson, Arkansas, US",2022-02-01 04:21:11,17840,246,,26696.995091583864,1.3789237668161436
"Johnson, Arkansas, US",2022-02-01 04:21:11,6274,65,,23605.98991647227,1.036021676761237
"Lafayette, Arkansas, US",2022-02-01 04:21:11,1206,28,,18206.52173913044,2.321724709784412
"Lawrence, Arkansas, US",2022-02-01 04:21:11,4730,65,,28830.915518712667,1.3742071881606766
"Lee, Arkansas, US",2022-02-01 04:21:11,2790,54,,31500.50807271085,1.935483870967742
"Lincoln, Arkansas, US",2022-02-01 04:21:11,4717,60,,36217.75184275184,1.271994912020352
"Little River, Arkansas, US",2022-02-01 04:21:11,3049,85,,24871.522962721265,2.7877992784519514
"Logan, Arkansas, US",2022-02-01 04:21:11,4754,59,,22146.6505170968,1.2410601598653763
"Lonoke, Arkansas, US",2022-02-01 04:21:11,18705,199,,25515.284617168418,1.0638866613205025
"Madison, Arkansas, US",2022-02-01 04:21:11,3661,47,,22086.148648648654,1.2838022398251845
"Marion, Arkansas, US",2022-02-01 04:21:11,3106,76,,18605.48700131784,2.4468770122343853
"Miller, Arkansas, US",2022-02-01 04:21:11,8760,158,,20251.057632290733,1.8036529680365296
"Mississippi, Arkansas, US",2022-02-01 04:21:11,12485,168,,30712.651595286712,1.3456147376852223
"Monroe, Arkansas, US",2022-02-01 04:21:11,1844,27,,27518.28085360394,1.4642082429501084
"Montgomery, Arkansas, US",2022-02-01 04:21:11,1426,52,,15869.1297574004,3.64656381486676
"Nevada, Arkansas, US",2022-02-01 04:21:11,2030,42,,24600.096946194863,2.0689655172413794
"Newton, Arkansas, US",2022-02-01 04:21:11,1651,45,,21294.982587385533,2.725620835857056
"Ouachita, Arkansas, US",2022-02-01 04:21:11,5068,92,,21674.79257548541,1.8153117600631408
"Perry, Arkansas, US",2022-02-01 04:21:11,2334,27,,22324.246771879483,1.1568123393316196
"Phillips, Arkansas, US",2022-02-01 04:21:11,4582,84,,25767.63018783039,1.8332605848974248
"Pike, Arkansas, US",2022-02-01 04:21:11,2374,39,,22149.654786340736,1.6427969671440608
"Poinsett, Arkansas, US",2022-02-01 04:21:11,7403,109,,31464.637878272697,1.472376063757936
"Polk, Arkansas, US",2022-02-01 04:21:11,3830,130,,19184.53215788419,3.3942558746736293
"Pope, Arkansas, US",2022-02-01 04:21:11,17363,170,,27099.20089898864,0.9790934746299602
"Prairie, Arkansas, US",2022-02-01 04:21:11,1851,33,,22959.563383775738,1.7828200972447326
"Pulaski, Arkansas, US",2022-02-01 04:21:11,97075,1028,,24769.654334785195,1.0589750193149627
"Randolph, Arkansas, US",2022-02-01 04:21:11,4562,73,,25403.719790622563,1.6001753616834722
"Saline, Arkansas, US",2022-02-01 04:21:11,29035,278,,23714.23670949141,0.957465128293439
"Scott, Arkansas, US",2022-02-01 04:21:11,2137,34,,20785.91576694874,1.5910154422087035
"Searcy, Arkansas, US",2022-02-01 04:21:11,1914,37,,24286.25808907499,1.9331243469174504
"Sebastian, Arkansas, US",2022-02-01 04:21:11,31219,431,,24422.85276193605,1.380569524968769
"Sevier, Arkansas, US",2022-02-01 04:21:11,5451,63,,32051.508202504847,1.1557512383048982
"Sharp, Arkansas, US",2022-02-01 04:21:11,4198,85,,24068.34078660704,2.024773701762744
"St. Francis, Arkansas, US",2022-02-01 04:21:11,6813,75,,27258.542050092023,1.1008366358432409
"Stone, Arkansas, US",2022-02-01 04:21:11,2626,51,,20997.920997921003,1.9421172886519424
"Unassigned, Arkansas, US",2022-02-01 04:21:11,22263,0,,,0.0
"Union, Arkansas, US",2022-02-01 04:21:11,8700,159,,22491.08112300295,1.827586206896552
"Van Buren, Arkansas, US",2022-02-01 04:21:11,3249,48,,19637.352674524027,1.477377654662973
"Washington, Arkansas, US",2022-02-01 04:21:11,64034,535,,26771.521863646434,0.8354936440016242
"White, Arkansas, US",2022-02-01 04:21:11,19978,226,,25367.922491841586,1.1312443688056864
"Woodruff, Arkansas, US",2022-02-01 04:21:11,1590,24,,25158.227848101265,1.509433962264151
"Yell, Arkansas, US",2022-02-01 04:21:11,6453,95,,30237.570872967528,1.4721834805516814
"Alameda, California, US",2022-02-01 04:21:11,245231,1607,,14638.709673559188,0.6568272017199308
"Alpine, California, US",2022-02-01 04:21:11,124,0,,10983.170947741364,0.0
"Amador, California, US",2022-02-01 04:21:11,8238,73,,20371.30207285168,0.9014571499135589
"Butte, California, US",2022-02-01 04:21:11,36525,354,,16425.319135346235,0.9832787067385144
"Calaveras, California, US",2022-02-01 04:21:11,6994,96,,15074.610608866133,1.3872832369942196
"Colusa, California, US",2022-02-01 04:21:11,4184,21,,18949.27368079083,0.5143277002204262
"Contra Costa, California, US",2022-02-01 04:21:11,185075,1102,,15906.360151396677,0.6005973272873929
"Del Norte, California, US",2022-02-01 04:21:11,5012,43,,17862.793038975982,0.8655394524959742
"El Dorado, California, US",2022-02-01 04:21:11,27499,184,,14178.891637238585,0.6729327432981019
"Fresno, California, US",2022-02-01 04:21:11,230603,2463,,22733.937810091276,1.0843771325423206
"Glenn, California, US",2022-02-01 04:21:11,6074,39,,21082.661219314617,0.6515202138322753
"Humboldt, California, US",2022-02-01 04:21:11,17809,130,,12993.70011360451,0.7380492789826275
"Imperial, California, US",2022-02-01 04:21:11,61346,846,,32276.57754600888,1.4464010942041374
"Inyo, California, US",2022-02-01 04:21:11,4341,50,,23421.47569155718,1.183431952662722
"Kern, California, US",2022-02-01 04:21:11,214959,2012,,23878.97383031809,0.9359924450709204
"Kings, California, US",2022-02-01 04:21:11,50017,398,,32454.55734274879,0.8018373760979934
"Lake, California, US",2022-02-01 04:21:11,9894,119,,15391.544745752182,1.2008072653884965
"Lassen, California, US",2022-02-01 04:21:11,9801,60,,32057.697968796,0.6121824303642486
"Los Angeles, California, US",2022-02-01 04:21:11,2659414,28963,,26490.543431801256,1.0890745103996595
"Madera, California, US",2022-02-01 04:21:11,39094,339,,24222.79710412072,0.8895536487443911
"Marin, California, US",2022-02-01 04:21:11,33044,253,,13074.034293309018,0.7476580277194953
"Mariposa, California, US",2022-02-01 04:21:11,2663,19,,15479.858164273674,0.7134810364250845
"Mendocino, California, US",2022-02-01 04:21:11,14322,117,,16079.724261951147,0.8387698042870456
"Merced, California, US",2022-02-01 04:21:11,65336,740,,22872.731201382885,1.1651158030639397
"Modoc, California, US",2022-02-01 04:21:11,891,6,,10078.04546996946,0.6734006734006734
"Mono, California, US",2022-02-01 04:21:11,3002,5,,20790.63971199113,0.1665001665001665
"Monterey, California, US",2022-02-01 04:21:11,77369,661,,18811.180916967893,0.809533140645667
"Napa, California, US",2022-02-01 04:21:11,23549,114,,16768.062492740155,0.4935705935835823
"Nevada, California, US",2022-02-01 04:21:11,15868,112,,15750.588942910132,0.7128309572301426
"Orange, California, US",2022-02-01 04:21:11,553030,6100,,17414.472184330218,1.1030143030215358
"Out of CA, California, US",2022-02-01 04:21:11,0,0,,,
"Placer, California, US",2022-02-01 04:21:11,65141,523,,16143.4392173304,0.8133242100024882
"Plumas, California, US",2022-02-01 04:21:11,2798,12,,14760.461530281276,0.4322766570605187
"Riverside, California, US",2022-02-01 04:21:11,584460,5767,,23483.999083603383,0.9939967217240078
"Sacramento, California, US",2022-02-01 04:21:11,280655,2677,,17880.388490636302,0.9646360183630376
"San Benito, California, US",2022-02-01 04:21:11,12451,91,,19838.23716723984,0.7303370786516854
"San Bernardino, California, US",2022-02-01 04:21:11,558180,6302,,25437.769628248443,1.1363861765527936
"San Diego, California, US",2022-02-01 04:21:11,730189,4665,,21872.88254905896,0.6388756883491808
"San Francisco, California, US",2022-02-01 04:21:11,119385,712,,13843.926996684246,0.5834104931949099
"San Joaquin, California, US",2022-02-01 04:21:11,164350,1985,,21560.641765116485,1.2079793578539957
"San Luis Obispo, California, US",2022-02-01 04:21:11,50950,394,,17965.744884515258,0.7746298881308613
"San Mateo, California, US",2022-02-01 04:21:11,109732,655,,15227.251677270136,0.5611335754917415
"Santa Barbara, California, US",2022-02-01 04:21:11,83651,606,,18570.926250674693,0.7308337051821657
"Santa Clara, California, US",2022-02-01 04:21:11,295740,2035,,15252.104414654235,0.6920874172725974
"Santa Cruz, California, US",2022-02-01 04:21:11,43377,239,,15821.355499189278,0.5529079720538564
"Shasta, California, US",2022-02-01 04:21:11,33841,526,,18536.20613060861,1.5757938885560216
"Sierra, California, US",2022-02-01 04:21:11,300,0,,9950.08319467554,0.0
"Siskiyou, California, US",2022-02-01 04:21:11,6508,66,,14577.734904338638,1.0398613518197577
"Solano, California, US",2022-02-01 04:21:11,77156,414,,17020.036055517456,0.5433855280946068
"Sonoma, California, US",2022-02-01 04:21:11,77982,445,,15708.748705334025,0.5730548329770521
"Stanislaus, California, US",2022-02-01 04:21:11,125441,1532,,22998.583517960265,1.209690155080383
"Sutter, California, US",2022-02-01 04:21:11,20735,202,,21037.217312392364,0.9901960784313726
"Tehama, California, US",2022-02-01 04:21:11,13542,145,,20616.434146641262,1.0806379490236997
"Trinity, California, US",2022-02-01 04:21:11,1337,19,,10891.330891330892,1.4200298953662185
"Tulare, California, US",2022-02-01 04:21:11,121689,1245,,25737.084267313043,1.037629703712964
"Tuolumne, California, US",2022-02-01 04:21:11,11751,91,,21340.72469620764,0.7827283674522622
"Unassigned, California, US",2022-02-01 04:21:11,9782,3,,,0.0306685749335514
"Ventura, California, US",2022-02-01 04:21:11,172937,1290,,20188.62750382385,0.7552825869306838
"Yolo, California, US",2022-02-01 04:21:11,36019,274,,16188.662131519275,0.7675930076199013
"Yuba, California, US",2022-02-01 04:21:11,15683,103,,19757.715970915742,0.662677732741427
"Adams, Colorado, US",2022-02-01 04:21:11,124340,1156,,24030.72159807971,0.9297088627955604
"Alamosa, Colorado, US",2022-02-01 04:21:11,4089,58,,25189.42894104602,1.4184397163120568
"Arapahoe, Colorado, US",2022-02-01 04:21:11,141505,1074,,21551.50093665758,0.7589837814918201
"Archuleta, Colorado, US",2022-02-01 04:21:11,2721,9,,19395.53781452705,0.330760749724366
"Baca, Colorado, US",2022-02-01 04:21:11,703,8,,19631.387880480317,1.1379800853485065
"Bent, Colorado, US",2022-02-01 04:21:11,2177,46,,39035.32365070827,2.112999540652274
"Boulder, Colorado, US",2022-02-01 04:21:11,57561,317,,17646.139131074568,0.5507201056270739
"Broomfield, Colorado, US",2022-02-01 04:21:11,12346,104,,17520.7549847442,0.8423780981694476
"Chaffee, Colorado, US",2022-02-01 04:21:11,4013,40,,19714.08921202593,0.99676052828308
"Cheyenne, Colorado, US",2022-02-01 04:21:11,295,9,,16111.414527580557,3.0508474576271185
"Clear Creek, Colorado, US",2022-02-01 04:21:11,1442,10,,14865.9793814433,0.6934812760055479
"Conejos, Colorado, US",2022-02-01 04:21:11,1572,49,,19159.04936014625,3.1170483460559795
"Costilla, Colorado, US",2022-02-01 04:21:11,591,14,,15204.527913558011,2.368866328257192
